address,city,district,districtid,districtncesid,enrollment,fax,graderange,gsid,gsrating,lat,lon,name,ncesid,overviewlink,phone,ratingslink,reviewslink,schoolstatslink,state,type,website
"1109 Pacheco Road, 
Bakersfield, CA  93307",Bakersfield,Greenfield Union,215,0616050,940,(661) 832-7431,6-8,1262,4,35.310345,-119.01477,Greenfield Middle School,061605002005,https://www.greatschools.org/california/bakersfield/1262-Greenfield-Middle-School/?s_cid=gsapi,(661) 837-6110,https://www.greatschools.org/school/rating.page?state=CA&id=1262&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=1262&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/1262,CA,public,http://gms.gfusd.net/
"1100 Murray Drive, 
La Mesa, CA  91944",La Mesa,Grossmont Union High School District,688,0616230,2394,(619) 463-7108,9-12,5926,6,32.78067,-116.98498,Grossmont High School,061623002022,https://www.greatschools.org/california/la-mesa/5926-Grossmont-High-School/?s_cid=gsapi,(619) 668-6000,https://www.greatschools.org/school/rating.page?state=CA&id=5926&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5926&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5926,CA,public,http://grossmont.guhsd.net/
"930 East Palomar, 
Chula Vista, CA  91913",Chula Vista,Chula Vista Elementary School District,677,0608610,1097,(619) 397-7174,K-6,12451,9,32.61777,-117.01408,Hedenkamp (Anne And William) Elementary School,060861011227,https://www.greatschools.org/california/chula-vista/12451-Hedenkamp-(Anne-And-William)-Elementary-School/?s_cid=gsapi,(619) 397-5828,https://www.greatschools.org/school/rating.page?state=CA&id=12451&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=12451&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/12451,CA,public,http://schools.cvesd.org/schools/hedenkamp/
"877 Via Tonga Court, 
San Diego, CA  92154",San Diego,South Bay Union Elementary,703,0637380,671,(619) 662-8180,K-6,6083,3,32.578407,-117.06233,Howard Pence Elementary School,063738006324,https://www.greatschools.org/california/san-diego/6083-Howard-Pence-Elementary-School/?s_cid=gsapi,(619) 662-8100,https://www.greatschools.org/school/rating.page?state=CA&id=6083&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6083&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6083,CA,public,http://www.cde.ca.gov/re/sd/details.asp?cds=37683956094973&Public=Y
"1306 Melrose Drive, 
Oceanside, CA  92057",Oceanside,Vista Unified School District,714,0641190,1569,(760) 940-0719,9-12,25014,9,33.25164,-117.26502,Mission Vista High School,064119012341,https://www.greatschools.org/california/oceanside/25014-Mission-Vista-High-School/?s_cid=gsapi,(760) 758-6800,https://www.greatschools.org/school/rating.page?state=CA&id=25014&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=25014&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/25014,CA,public,www.mvhs.vistausd.org
"10925 Morning Creek Drive, South, 
South
San Diego, CA  92128",San Diego,Poway Unified School District,699,0631530,823,(858) 748-8672,K-5,6038,8,32.953274,-117.09554,Morning Creek Elementary School,063153010006,https://www.greatschools.org/california/san-diego/6038-Morning-Creek-Elementary-School/?s_cid=gsapi,(858) 748-4334,https://www.greatschools.org/school/rating.page?state=CA&id=6038&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6038&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6038,CA,public,www.powayusd.com/pusdmces
"9915 North Magnolia Avenue, 
Santee, CA  92071",Santee,Grossmont Union High School District,688,0616230,1509,(619) 449-3119,9-12,5930,7,32.85728,-116.97101,Santana High School,061623002026,https://www.greatschools.org/california/santee/5930-Santana-High-School/?s_cid=gsapi,(619) 956-0211,https://www.greatschools.org/school/rating.page?state=CA&id=5930&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5930&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5930,CA,public,http://sultans.guhsd.net/
"3900 Conrad Drive, 
Spring Valley, CA  91977",Spring Valley,La Mesa-Spring Valley School District,694,0620250,506,(619) 668-8302,7-8,5977,4,32.750404,-116.98965,Spring Valley Middle School,062025002445,https://www.greatschools.org/california/spring-valley/5977-Spring-Valley-Middle-School/?s_cid=gsapi,(619) 668-5750,https://www.greatschools.org/school/rating.page?state=CA&id=5977&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5977&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5977,CA,public,
"840 14th Street San Diego 92101, 
San Diego, CA  92103",San Diego,San Diego Unified School District,705,0634320,440,(619) 688-9796,K-8,24784,6,32.713017,-117.09868,Urban Discovery Academy Charter School,063432012318,https://www.greatschools.org/california/san-diego/24784-Urban-Discovery-Academy-Charter-School/?s_cid=gsapi,(619) 788-4668,https://www.greatschools.org/school/rating.page?state=CA&id=24784&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=24784&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/24784,CA,charter,http://www.urbandiscoveryacademy.com
"4801 Elm Street, 
San Diego, CA  92102",San Diego,San Diego Unified School District,705,0634320,350,(619) 262-3160,K-6,6254,6,32.723415,-117.0927,Webster Elementary School,063432005568,https://www.greatschools.org/california/san-diego/6254-Webster-Elementary-School/?s_cid=gsapi,(619) 362-3000,https://www.greatschools.org/school/rating.page?state=CA&id=6254&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6254&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6254,CA,public,http://webster.sandi.net
"630 Grapevine Road, 
Vista, CA  92083",Vista,Vista Unified School District,714,0641190,634,(760) 724-1821,K-5,6318,4,33.19983,-117.2737,Grapevine Elementary School,064119006818,https://www.greatschools.org/california/vista/6318-Grapevine-Elementary-School/?s_cid=gsapi,(760) 724-8329,https://www.greatschools.org/school/rating.page?state=CA&id=6318&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6318&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6318,CA,public,www.gv.vistausd.org
"24908 Abalar Way, 
Ramona, CA  92065",Ramona,Ramona City Unified School District,700,0631710,495,(760) 788-6170,K-6,6056,6,33.00813,-116.79121,James Dukes Elementary School,063171008943,https://www.greatschools.org/california/ramona/6056-James-Dukes-Elementary-School/?s_cid=gsapi,(760) 788-5060,https://www.greatschools.org/school/rating.page?state=CA&id=6056&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6056&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6056,CA,public,http://jdes.ramonausd.net/
"1743 Reche Road, 
Fallbrook, CA  92028",Fallbrook,Fallbrook Union Elementary School District,686,0613500,776,(760) 723-5740,7-8,5918,4,33.367626,-117.22165,James E. Potter Intermediate School,061350001540,https://www.greatschools.org/california/fallbrook/5918-James-E.-Potter-Intermediate-School/?s_cid=gsapi,(760) 731-4150,https://www.greatschools.org/school/rating.page?state=CA&id=5918&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5918&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5918,CA,public,
"981 Valencia Parkway, 
San Diego, CA  92114",San Diego,San Diego Unified School District,705,0634320,525,(619) 527-0472,K-5,6212,8,32.696037,-117.06854,Nye Elementary School,063432003954,https://www.greatschools.org/california/san-diego/6212-Nye-Elementary-School/?s_cid=gsapi,(619) 430-1200,https://www.greatschools.org/school/rating.page?state=CA&id=6212&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6212&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6212,CA,public,http://nye.sandi.net
"511 North 2nd Street, 
El Cajon, CA  92021",El Cajon,Julian Union Elementary,690,0619140,657,,K-12,25645,,32.800713,-116.935394,Diego Valley Charter,061914012880,https://www.greatschools.org/california/el-cajon/25645-Diego-Valley-Charter/?s_cid=gsapi,(619) 286-0312,https://www.greatschools.org/school/rating.page?state=CA&id=25645&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=25645&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/25645,CA,charter,
"2520 Boundary Avenue, 
Ramona, CA  92065",Ramona,Ramona City Unified School District,700,0631710,544,(760) 788-5363,K-6,6055,6,33.01859,-116.89073,Hanson Elementary School,063171004905,https://www.greatschools.org/california/ramona/6055-Hanson-Elementary-School/?s_cid=gsapi,(760) 787-2100,https://www.greatschools.org/school/rating.page?state=CA&id=6055&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6055&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6055,CA,public,www.ramonausd.net
"2633 Melbourne Drive, 
San Diego, CA  92123",San Diego,San Diego Unified School District,705,0634320,207,(858) 627-7410,K-5,6170,6,32.792255,-117.12592,Juarez Elementary School,063432005490,https://www.greatschools.org/california/san-diego/6170-Juarez-Elementary-School/?s_cid=gsapi,(858) 496-8145,https://www.greatschools.org/school/rating.page?state=CA&id=6170&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6170&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6170,CA,public,http://www.sandi.net/juarez
"849 Twining Avenue, 
San Diego, CA  92154",San Diego,Chula Vista Elementary School District,677,0608610,566,(619) 662-9679,K-6,5838,6,32.580734,-117.04418,Juarez-Lincoln Elementary School,060861000863,https://www.greatschools.org/california/san-diego/5838-Juarez-Lincoln-Elementary-School/?s_cid=gsapi,(619) 690-9222,https://www.greatschools.org/school/rating.page?state=CA&id=5838&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5838&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5838,CA,public,http://schools.cvesd.org/schools/juarezlincoln/
"1704 Cape Horn, 
Julian, CA  92036",Julian,Julian Union Elementary,690,0619140,200,,K-5,5936,5,33.07808,-116.59581,Julian Elementary School,061914002306,https://www.greatschools.org/california/julian/5936-Julian-Elementary-School/?s_cid=gsapi,(760) 765-0661,https://www.greatschools.org/school/rating.page?state=CA&id=5936&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5936&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5936,CA,public,
"1704 Cape Horn, 
Julian, CA  92036",Julian,Julian Union Elementary,690,0619140,2467,(760) 765-3849,K-12,11103,5,33.07808,-116.59581,Julian Charter School,061914008596,https://www.greatschools.org/california/julian/11103-Julian-Charter-School/?s_cid=gsapi,(760) 765-3847,https://www.greatschools.org/school/rating.page?state=CA&id=11103&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=11103&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/11103,CA,charter,www.juliancharterschool.org
"8401 Stansbury Street, 
Spring Valley, CA  91977",Spring Valley,La Mesa-Spring Valley School District,694,0620250,540,(619) 668-8330,K-6,5957,4,32.71825,-117.01728,Avondale Elementary School,062025002424,https://www.greatschools.org/california/spring-valley/5957-Avondale-Elementary-School/?s_cid=gsapi,(619) 668-5880,https://www.greatschools.org/school/rating.page?state=CA&id=5957&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5957&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5957,CA,public,http://www.lmsvschools.org/avondale
"2200 Parish Drive, 
Walnut Creek, CA  94598",Walnut Creek,Mt. Diablo Unified School District,51,0626370,525,(925) 943-1587,K-5,462,8,37.92897,-122.03658,Bancroft Elementary School,062637003935,https://www.greatschools.org/california/walnut-creek/462-Bancroft-Elementary-School/?s_cid=gsapi,(925) 933-3405,https://www.greatschools.org/school/rating.page?state=CA&id=462&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=462&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/462,CA,public,
"10227 Ramona Drive, 
Spring Valley, CA  91977",Spring Valley,La Mesa-Spring Valley School District,694,0620250,397,(619) 668-8337,K-6,5959,4,32.74779,-116.97276,Casa De Oro Elementary School,062025002427,https://www.greatschools.org/california/spring-valley/5959-Casa-De-Oro-Elementary-School/?s_cid=gsapi,(619) 668-5715,https://www.greatschools.org/school/rating.page?state=CA&id=5959&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5959&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5959,CA,public,http://www.lmsvsd.k12.ca.us/domain/283
"515 West Fletcher Street, 
Orange, CA  92865",Orange,Orange Unified School District,484,0628650,376,(714) 921-9155,K-6,3928,3,33.82965,-117.85767,Fletcher Elementary School,062865004429,https://www.greatschools.org/california/orange/3928-Fletcher-Elementary-School/?s_cid=gsapi,(714) 997-6181,https://www.greatschools.org/school/rating.page?state=CA&id=3928&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=3928&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/3928,CA,public,www.orangeusd.k12.ca.us/schools/elementary/fletcher/index.asp
"14840 Waverley Downs Way, 
San Diego, CA  92128",San Diego,Poway Unified School District,699,0631530,745,(858) 485-7642,K-5,6033,8,32.983982,-117.07202,Highland Ranch Elementary School,063153001204,https://www.greatschools.org/california/san-diego/6033-Highland-Ranch-Elementary-School/?s_cid=gsapi,(858) 674-4707,https://www.greatschools.org/school/rating.page?state=CA&id=6033&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6033&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6033,CA,public,www.powayusd.com/pusdhres
"2320 East Alondra Boulevard, 
Compton, CA  90221",Compton,Compton Unified,263,0609620,775,(310) 632-0583,K-7,1602,5,33.888714,-118.19806,Kelly Elementary School,060962000984,https://www.greatschools.org/california/compton/1602-Kelly-Elementary-School/?s_cid=gsapi,(310) 898-6410,https://www.greatschools.org/school/rating.page?state=CA&id=1602&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=1602&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/1602,CA,public,www.compton.k12.ca.us
"1111 Marine Street, 
La Jolla, CA  92037",La Jolla,San Diego Unified School District,705,0634320,595,(858) 459-6918,K-5,6179,10,32.83913,-117.27096,La Jolla Elementary School,063432005495,https://www.greatschools.org/california/la-jolla/6179-La-Jolla-Elementary-School/?s_cid=gsapi,(858) 454-7196,https://www.greatschools.org/school/rating.page?state=CA&id=6179&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6179&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6179,CA,public,www.ljes.org
"750 Nautilus Street, 
La Jolla, CA  92037",La Jolla,San Diego Unified School District,705,0634320,1588,(858) 459-2188,9-12,6180,9,32.83379,-117.27302,La Jolla High School,063432005496,https://www.greatschools.org/california/la-jolla/6180-La-Jolla-High-School/?s_cid=gsapi,(858) 454-3081,https://www.greatschools.org/school/rating.page?state=CA&id=6180&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6180&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6180,CA,public,http://www.sandi.net/ljhs
"222 Avenida De La Madrid, 
San Ysidro, CA  92173",San Ysidro,San Ysidro Elementary School District,711,0635220,498,(619) 428-0858,4-6,6299,3,32.564205,-117.04606,La Mirada Elementary School,063522005963,https://www.greatschools.org/california/san-ysidro/6299-La-Mirada-Elementary-School/?s_cid=gsapi,(619) 428-4424,https://www.greatschools.org/school/rating.page?state=CA&id=6299&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6299&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6299,CA,public,www.sysd.k12.ca.us
"10170 Huennekens Street, 
San Diego, CA  92121",San Diego,San Diego Unified School District,705,0634320,141,(858) 552-6945,6-12,27265,3,32.902805,-117.184204,Laurel Preparatory Academy,063432013681,https://www.greatschools.org/california/san-diego/27265-Laurel-Preparatory-Academy/?s_cid=gsapi,(858) 678-4812,https://www.greatschools.org/school/rating.page?state=CA&id=27265&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=27265&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/27265,CA,charter,https://laurelprep.com/
"1916 Capitola Road, 
Santa Cruz, CA  95062",Santa Cruz,Live Oak Elementary School District,663,0621990,349,(831) 475-0458,K-5,5728,6,36.97563,-121.98127,Live Oak Elementary School,062199002612,https://www.greatschools.org/california/santa-cruz/5728-Live-Oak-Elementary-School/?s_cid=gsapi,(831) 475-2000,https://www.greatschools.org/school/rating.page?state=CA&id=5728&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5728&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5728,CA,public,www.losd-ca.schoolloop.com/
