address,city,district,districtid,districtncesid,enrollment,fax,graderange,gsid,gsrating,lat,lon,name,ncesid,overviewlink,phone,ratingslink,reviewslink,schoolstatslink,state,type,website
"10227 Ramona Drive, 
Spring Valley, CA  91977",Spring Valley,La Mesa-Spring Valley School District,694,0620250,397,(619) 668-8337,K-6,5959,4,32.74779,-116.97276,Casa De Oro Elementary School,062025002427,https://www.greatschools.org/california/spring-valley/5959-Casa-De-Oro-Elementary-School/?s_cid=gsapi,(619) 668-5715,https://www.greatschools.org/school/rating.page?state=CA&id=5959&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5959&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5959,CA,public,http://www.lmsvsd.k12.ca.us/domain/283
"3131 South Barcelona Street, 
Spring Valley, CA  91977",Spring Valley,La Mesa-Spring Valley School District,694,0620250,512,(619) 668-8320,K-6,5961,5,32.73732,-116.98157,Highlands Elementary School,062025002429,https://www.greatschools.org/california/spring-valley/5961-Highlands-Elementary-School/?s_cid=gsapi,(619) 668-5780,https://www.greatschools.org/school/rating.page?state=CA&id=5961&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5961&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5961,CA,public,
"740 Kempton Street, 
Spring Valley, CA  91977",Spring Valley,La Mesa-Spring Valley School District,694,0620250,613,(619) 668-8317,K-6,5962,3,32.710518,-117.00288,Kempton Street Elementary School,062025002430,https://www.greatschools.org/california/spring-valley/5962-Kempton-Street-Elementary-School/?s_cid=gsapi,(619) 668-5870,https://www.greatschools.org/school/rating.page?state=CA&id=5962&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5962&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5962,CA,public,
"10355 Loma Lane, 
Spring Valley, CA  91978",Spring Valley,La Mesa-Spring Valley School District,694,0620250,432,(619) 670-6839,K-6,5968,3,32.736645,-116.96885,Loma Elementary School,062025002436,https://www.greatschools.org/california/spring-valley/5968-Loma-Elementary-School/?s_cid=gsapi,(619) 668-5862,https://www.greatschools.org/school/rating.page?state=CA&id=5968&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5968&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5968,CA,public,http://lmsvsd.org/
"8845 Noeline Avenue, 
Spring Valley, CA  91977",Spring Valley,La Mesa-Spring Valley School District,694,0620250,429,(619) 668-8339,K-6,5974,6,32.704323,-117.01556,Rancho Elementary School,062025002442,https://www.greatschools.org/california/spring-valley/5974-Rancho-Elementary-School/?s_cid=gsapi,(619) 668-5885,https://www.greatschools.org/school/rating.page?state=CA&id=5974&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5974&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5974,CA,public,http://www.lmsvsd.k12.ca.us/Domain/22
"3900 Conrad Drive, 
Spring Valley, CA  91977",Spring Valley,La Mesa-Spring Valley School District,694,0620250,506,(619) 668-8302,7-8,5977,4,32.750404,-116.98965,Spring Valley Middle School,062025002445,https://www.greatschools.org/california/spring-valley/5977-Spring-Valley-Middle-School/?s_cid=gsapi,(619) 668-5750,https://www.greatschools.org/school/rating.page?state=CA&id=5977&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5977&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5977,CA,public,
"10129 Austin Drive, 
Spring Valley, CA  91977",Spring Valley,La Mesa-Spring Valley School District,694,0620250,572,(619) 668-8324,K-6,5978,6,32.730995,-116.97663,Sweetwater Springs Elementary School,062025002634,https://www.greatschools.org/california/spring-valley/5978-Sweetwater-Springs-Elementary-School/?s_cid=gsapi,(619) 668-5895,https://www.greatschools.org/school/rating.page?state=CA&id=5978&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5978&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5978,CA,public,
"8805 Tyler Street, 
Spring Valley, CA  91977",Spring Valley,La Mesa-Spring Valley School District,694,0620250,21,(619) 668-8335,6-8,17705,,32.72942,-117.00829,Quest Academy,062025012168,https://www.greatschools.org/california/spring-valley/17705-Quest-Academy/?s_cid=gsapi,(619) 668-5890,https://www.greatschools.org/school/rating.page?state=CA&id=17705&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=17705&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/17705,CA,public,http://www.cde.ca.gov/re/sd/details.asp?cds=37681970115543&Public=Y
"5200 Wheeler Avenue, 
La Verne, CA  91750",La Verne,Bonita Unified,256,0605610,585,,K-5,1533,8,34.130657,-117.77674,Oak Mesa Elementary School,060561010235,https://www.greatschools.org/california/la-verne/1533-Oak-Mesa-Elementary-School/?s_cid=gsapi,(909) 971-8209,https://www.greatschools.org/school/rating.page?state=CA&id=1533&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=1533&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/1533,CA,public,http://om.bonita.k12.ca.us/
"16060 Mesa Robles Drive, 
Hacienda Heights, CA  91745",Hacienda Heights,Hacienda La Puente Unified School District,279,0616325,1080,(626) 855-3827,K-8,1817,8,33.99335,-117.96086,Mesa Robles School,061632502056,https://www.greatschools.org/california/hacienda-heights/1817-Mesa-Robles-School/?s_cid=gsapi,(626) 933-6000,https://www.greatschools.org/school/rating.page?state=CA&id=1817&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=1817&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/1817,CA,public,www.hlpusd.k12.ca.us
"1888 Montgomery Avenue, 
Cardiff-By-The-Sea, CA  92007",Cardiff-By-The-Sea,Cardiff Elementary,675,0607470,361,(760) 632-5375,K-3,5796,9,33.02506,-117.28219,Cardiff Elementary School,060747000707,https://www.greatschools.org/california/cardiff_by_the_sea/5796-Cardiff-Elementary-School/?s_cid=gsapi,(760) 632-5892,https://www.greatschools.org/school/rating.page?state=CA&id=5796&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5796&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5796,CA,public,
"1508 Windsor Road, 
Cardiff-By-The-Sea, CA  92007",Cardiff-By-The-Sea,Cardiff Elementary,675,0607470,370,(760) 632-0585,3-6,5797,7,33.031258,-117.27347,Ada W. Harris Elementary School,060747000706,https://www.greatschools.org/california/cardiff_by_the_sea/5797-Ada-W.-Harris-Elementary-School/?s_cid=gsapi,(760) 632-5894,https://www.greatschools.org/school/rating.page?state=CA&id=5797&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5797&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5797,CA,public,http://www.cardiffschools.com/
"3557 Monroe Street, 
Carlsbad, CA  92008",Carlsbad,Carlsbad Unified School District,680,0607500,2685,(760) 729-6830,9-12,5866,8,33.16241,-117.32695,Carlsbad High School,060750000709,https://www.greatschools.org/california/carlsbad/5866-Carlsbad-High-School/?s_cid=gsapi,(760) 331-5100,https://www.greatschools.org/school/rating.page?state=CA&id=5866&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5866&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5866,CA,public,www.carlsbadusd.k12.ca.us
"3557 Monroe Street, 
Carlsbad, CA  92008",Carlsbad,Carlsbad Unified School District,680,0607500,72,(760) 729-1791,10-12,5870,,33.15938,-117.32841,Carlsbad Village Academy,060750000712,https://www.greatschools.org/california/carlsbad/5870-Carlsbad-Village-Academy/?s_cid=gsapi,(760) 331-5100,https://www.greatschools.org/school/rating.page?state=CA&id=5870&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5870&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5870,CA,public,www.carlsbadusd.k12.ca.us
"3557 Monroe Street, 
Carlsbad, CA  92008",Carlsbad,Carlsbad Unified School District,680,0607500,47,(760) 729-1791,9-12,11124,7,33.160103,-117.32672,Carlsbad Seaside Academy,060750008311,https://www.greatschools.org/california/carlsbad/11124-Carlsbad-Seaside-Academy/?s_cid=gsapi,(760) 331-5299,https://www.greatschools.org/school/rating.page?state=CA&id=11124&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=11124&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/11124,CA,public,http://www.littlelake.com/cas
"6130 Paseo Del Norte, 
Carlsbad, CA  92011",Carlsbad,,,,205,,K,13207,,33.11903,-117.31792,Discovery Isle Carlsbad,BB020449,https://www.greatschools.org/california/carlsbad/13207-Discovery-Isle-Carlsbad/?s_cid=gsapi,(760) 431-7090,https://www.greatschools.org/school/rating.page?state=CA&id=13207&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=13207&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/13207,CA,private,http://Carlsbad.DiscoveryIsle.com
"705 Palomar Airport Road, 
Carlsbad, CA  92011",Carlsbad,,,,62,,6-12,31505,,33.12102,-117.32329,Halstrom Academy-Carlsbad,,https://www.greatschools.org/california/carlsbad/31505-Halstrom-Academy-Carlsbad/?s_cid=gsapi,(866) 994-4350,https://www.greatschools.org/school/rating.page?state=CA&id=31505&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=31505&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/31505,CA,private,http://www.halstromforyou.com
"3016 Highland Drive, 
Carlsbad, CA  92008",Carlsbad,,,,13,(760) 434-6440,K-6,9619,,33.166058,-117.337425,Leport School - Carlsbad Village,A9100639,https://www.greatschools.org/california/carlsbad/9619-Leport-School---Carlsbad-Village/?s_cid=gsapi,(760) 434-6440,https://www.greatschools.org/school/rating.page?state=CA&id=9619&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=9619&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/9619,CA,private,http://MontessoriartsandSciencesSchool.com/
"2634 El Camino Real, 
Carlsbad, CA  92008",Carlsbad,,,,,,K,10812,,33.1753,-117.3244,Bright Horizons Carlsbad School,K9500040,https://www.greatschools.org/california/carlsbad/10812-Bright-Horizons-Carlsbad-School/?s_cid=gsapi,(760) 434-7143,https://www.greatschools.org/school/rating.page?state=CA&id=10812&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=10812&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/10812,CA,private,
"1200 Plum Tree Road, 
Carlsbad, CA  92011",Carlsbad,,,,,(760) 602-4359,PK-1,18312,,33.11575,-117.304596,Kindercare Learning Center-Carlsbad,A0770449,https://www.greatschools.org/california/carlsbad/18312-Kindercare-Learning-Center-Carlsbad/?s_cid=gsapi,(760) 435-0001,https://www.greatschools.org/school/rating.page?state=CA&id=18312&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=18312&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/18312,CA,private,http://www.kindercare.com/our-centers/carlsbad/ca/301634/?cid=greatschools_301634
" 3016 Highland Dr, 
Carlsbad, CA  92008",Carlsbad,,,,50,,"PK-1, 3",9426,,33.166092,-117.3373,Carlsbad Montessori School,02011826,https://www.greatschools.org/california/carlsbad/9426-Carlsbad-Montessori-School/?s_cid=gsapi,(760) 230-4230,https://www.greatschools.org/school/rating.page?state=CA&id=9426&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=9426&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/9426,CA,private,http://leportschools.com/carlsbad-village
"3470 Madison Street, 
Carlsbad, CA  92008",Carlsbad,,,,,,n/a,13332,,33.155666,-117.341965,Casa Montessori De Carlsbad,K9300434,https://www.greatschools.org/california/carlsbad/13332-Casa-Montessori-De-Carlsbad/?s_cid=gsapi,(760) 729-4455,https://www.greatschools.org/school/rating.page?state=CA&id=13332&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=13332&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/13332,CA,private,http://casamontessoridecarlsbad.com/
"6900 Ambrosia Lane, 
Carlsbad, CA  92009",Carlsbad,Carlsbad Unified School District,680,0607500,693,(760) 438-4576,K-5,5864,10,33.10132,-117.27669,Aviara Oaks Elementary School,060750009747,https://www.greatschools.org/california/carlsbad/5864-Aviara-Oaks-Elementary-School/?s_cid=gsapi,(760) 331-6000,https://www.greatschools.org/school/rating.page?state=CA&id=5864&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5864&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5864,CA,public,www.carlsbadusd.k12.ca.us
"1330 Buena Vista Way, 
Carlsbad, CA  92008",Carlsbad,Carlsbad Unified School District,680,0607500,300,(760) 720-0741,PK-5,5865,9,33.168896,-117.34253,Buena Vista Elementary School,060750000708,https://www.greatschools.org/california/carlsbad/5865-Buena-Vista-Elementary-School/?s_cid=gsapi,(760) 331-5400,https://www.greatschools.org/school/rating.page?state=CA&id=5865&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5865&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5865,CA,public,http://www.carlsbadusd.k12.ca.us
"3010 Tamarack Avenue, 
Carlsbad, CA  92008",Carlsbad,Carlsbad Unified School District,680,0607500,619,(760) 729-4758,K-5,5867,8,33.15107,-117.33883,Hope Elementary School,060750009120,https://www.greatschools.org/california/carlsbad/5867-Hope-Elementary-School/?s_cid=gsapi,(760) 331-5900,https://www.greatschools.org/school/rating.page?state=CA&id=5867&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5867&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5867,CA,public,www.carlsbadusd.k12.ca.us
"3743 Jefferson Street, 
Carlsbad, CA  92008",Carlsbad,Carlsbad Unified School District,680,0607500,505,(760) 720-3809,K-5,5868,7,33.153797,-117.33955,Jefferson Elementary School,060750000710,https://www.greatschools.org/california/carlsbad/5868-Jefferson-Elementary-School/?s_cid=gsapi,(760) 331-5500,https://www.greatschools.org/school/rating.page?state=CA&id=5868&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5868&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5868,CA,public,www.carlsbadusd.k12.ca.us
"4885 Kelly Drive, 
Carlsbad, CA  92008",Carlsbad,Carlsbad Unified School District,680,0607500,423,(760) 720-0635,K-5,5869,10,33.148365,-117.31119,Kelly Elementary School,060750000711,https://www.greatschools.org/california/carlsbad/5869-Kelly-Elementary-School/?s_cid=gsapi,(760) 331-5800,https://www.greatschools.org/school/rating.page?state=CA&id=5869&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5869&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5869,CA,public,www.carlsbadusd.k12.ca.us
"1905 Magnolia Avenue, 
Carlsbad, CA  92008",Carlsbad,Carlsbad Unified School District,680,0607500,476,(760) 720-3879,K-5,5871,10,33.160103,-117.32672,Magnolia Elementary School,060750000713,https://www.greatschools.org/california/carlsbad/5871-Magnolia-Elementary-School/?s_cid=gsapi,(760) 331-5600,https://www.greatschools.org/school/rating.page?state=CA&id=5871&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5871&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5871,CA,public,www.carlsbadusd.k12.ca.us
"1645 Magnolia Avenue, 
Carlsbad, CA  92008",Carlsbad,Carlsbad Unified School District,680,0607500,1027,(760) 720-2326,6-8,5873,8,33.158897,-117.32933,Valley Middle School,060750000715,https://www.greatschools.org/california/carlsbad/5873-Valley-Middle-School/?s_cid=gsapi,(760) 331-5300,https://www.greatschools.org/school/rating.page?state=CA&id=5873&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5873&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5873,CA,public,www.carlsbadusd.k12.ca.us
"1100 Camino De Las Ondas, 
Carlsbad, CA  92009",Carlsbad,Carlsbad Unified School District,680,0607500,866,(760) 929-1778,K-5,11125,10,33.110226,-117.30595,Pacific Rim Elementary School,060750008312,https://www.greatschools.org/california/carlsbad/11125-Pacific-Rim-Elementary-School/?s_cid=gsapi,(760) 331-6200,https://www.greatschools.org/school/rating.page?state=CA&id=11125&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=11125&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/11125,CA,public,www.carlsbadusd.k12.ca.us
"6880 Ambrosia Lane, 
Carlsbad, CA  92011",Carlsbad,Carlsbad Unified School District,680,0607500,1093,(760) 438-7894,6-8,11843,8,33.103065,-117.27898,Aviara Oaks Middle School,060750008606,https://www.greatschools.org/california/carlsbad/11843-Aviara-Oaks-Middle-School/?s_cid=gsapi,(760) 331-6100,https://www.greatschools.org/school/rating.page?state=CA&id=11843&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=11843&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/11843,CA,public,www.carlsbadusd.k12.ca.us
"4100 Tamarack Avenue, 
Carlsbad, CA  92008",Carlsbad,Carlsbad Unified School District,680,0607500,476,(760) 729-3040,K-5,12224,6,33.172386,-117.29083,Calavera Hills Elementary School,060750010643,https://www.greatschools.org/california/carlsbad/12224-Calavera-Hills-Elementary-School/?s_cid=gsapi,(760) 331-6300,https://www.greatschools.org/school/rating.page?state=CA&id=12224&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=12224&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/12224,CA,public,www.carlsbadusd.k12.ca.us/calavera.htm
"4104 Tamarack Avenue, 
Carlsbad, CA  92008",Carlsbad,Carlsbad Unified School District,680,0607500,458,(760) 729-3040,6-8,14745,7,33.172386,-117.29083,Calavera Hills Middle School,060750011402,https://www.greatschools.org/california/carlsbad/14745-Calavera-Hills-Middle-School/?s_cid=gsapi,(760) 331-6400,https://www.greatschools.org/school/rating.page?state=CA&id=14745&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=14745&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/14745,CA,public,www.calaverahillscoyotes.com
