CDSCode,District,School,Street,StreetAbr,City,*,State,Phone,OpenDate,Charter,DOCType,SOC,SOCType,GSoffered,Latitude,Longitude,LastUpdate,2016-2017 Total Enrollment,2015-2016 ELA Current Status (avg. distance from level 3),2015-2016 ELA Prior Status (age. Distance from level 3),2015-2016 ELA Change (Difference between current and prior status),2015-2016 ELA Status Level,2015-2016 ELA Status Level (Decode),2015-2016 ELA Change Level,2015-2016 ELA Change Level (Decode),2015-2016 ELA Color,2015-2016 ELA Color (Decode),2015-2016 ELA box,2015-2016 ELA box (Decode),2015-2016 Math Current Status (avg. distance from level 3),2015-2016 Math Prior Status (age. Distance from level 3),2015-2016 Math Change (Difference between current and prior status),2015-2016 Math Status Level,2015-2016 Math Status Level (Decode),2015-2016 Math Change Level,2015-2016 Math Change Level (Decode),2015-2016 Math Color,2015-2016 Math Color (Decode),2015-2016 Math box,2015-2016 Math box (Decode),2016-2017 English Language Learners,2016-2017 % English Language Learners,2016-2017 FRPM Count,2016-2017 % FRPM Count,2015-2016 SAT: AvgScrRead,2015-2016 SAT: AvgScrMath,2015-2016 SAT: AvgScrWrit,2015-2016 SAT: Number of Test Takers Whose Total 2015-2016 SAT Scores Are Greater or Equal to 1500,2015-2016 SAT: % of Test Takers Whose Total 2015-2016 SAT Scores Are Greater or Equal to 1500,2015-2016 Enrollment Grades 10-12,2015-2016 AP Number Tested,2015-2016 % AP Number Tested,2015-2016 AP Score = 1,2015-2016 AP Score = 2,2015-2016 AP Score = 3,2015-2016 AP Score = 4,2015-2016 AP Score = 5,% 2015-2016 AP Score = 1,% 2015-2016 AP Score = 2,% 2015-2016 AP Score = 3,% 2015-2016 AP Score = 4,% 2015-2016 AP Score = 5,IB,AVID,Dual Language,Arts,Education Equity,US News 
37680980107870,Escondido Union,Bernardo Elementary,1122 Mountain Heights Drive,1122 Mountain Heights Dr.,Escondido,92029-5634,CA,(760) 432-2700,8/18/2005,N,Elementary School District,,Elementary Schools (Public),K-5,33.084707,-117.09137,6/18/2015,550,11.1,-0.3,11.4,4,High,4,Increased,4,Green,90,"High, Increased",7.5,-5.5,13,4,High,4,Increased,4,Green,90,"High, Increased",71,13%,180,33%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37680986038178,Escondido Union,Central Elementary,122 West Fourth Avenue,122 West Fourth Ave.,Escondido,92025-4134,CA,(760) 432-2431,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-5,33.118835,-117.07991,6/18/2015,667,-56.8,-68.5,11.7,2,Low,4,Increased,3,Yellow,190,"Low, Increased",-74.1,-73.9,-0.2,2,Low,3,Maintained,3,Yellow,180,"Low, Maintained",466,70%,616,92%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37680986116776,Escondido Union,Classical Academy,2950 South Bear Valley Parkway,2950 South Bear Valley Pkwy.,Escondido,92025-7446,CA,(760) 546-0101,9/7/1999,Y,Elementary School District,,Elementary Schools (Public),K-8,33.0844,-117.0555,12/12/2016,1288,14.6,10.3,4.3,4,High,3,Maintained,4,Green,80,"High, Maintained",-11.7,-9.6,-2.1,3,Medium,2,Decreased,2,Orange,120,"Medium, Declined",12,1%,282,22%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37680986038186,Escondido Union,Conway Elementary,1325 Conway Drive,1325 Conway Dr.,Escondido,92027-1629,CA,(760) 432-2435,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-5,33.146289,-117.07398,8/25/2016,594,-41.5,-77.6,36.1,2,Low,5,Increased Significantly,3,Yellow,200,"Low, Increased Significantly",-62.6,-87.9,25.3,2,Low,5,Increased Significantly,3,Yellow,200,"Low, Increased Significantly",293,49%,474,80%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37680986038194,Escondido Union,Del Dios Academy of Arts and Sciences,1400 West Ninth Avenue,1400 West Ninth Ave.,Escondido,92025-2204,CA,(760) 432-2439,7/1/1980,N,Elementary School District,,Intermediate/Middle Schools (Public),6-8,33.11037,-117.10117,9/2/2015,822,-47.9,-59.1,11.2,2,Low,4,Increased,3,Yellow,190,"Low, Increased",-105.3,-108.8,3.5,1,Very Low,3,Maintained,1,Red,230,"Very Low, Maintained",332,40%,722,88%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,x,,x,,
37680980133991,Escondido Union,Epiphany Prep Charter,725 North Escondido Boulevard,725 North Escondido Blvd.,Escondido,92025-1703,CA,(760) 280-0028,8/29/2016,Y,Elementary School District,,Elementary Schools (Public),K-8,33.127935,-117.08955,6/19/2017,316,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,225,71%,253,80%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,x,,,
37680980102608,Escondido Union,Farr Avenue Elementary,933 Farr Avenue,933 Farr Ave.,Escondido,92026-3121,CA,(760) 735-3049,8/23/2004,N,Elementary School District,,Elementary Schools (Public),K-5,33.138769,-117.0776,6/18/2015,687,-78.7,-84.1,5.5,1,Very Low,3,Maintained,1,Red,230,"Very Low, Maintained",-75.7,-77.6,1.9,2,Low,3,Maintained,3,Yellow,180,"Low, Maintained",522,76%,650,95%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,x,,,
37680986038202,Escondido Union,Felicita Elementary,737 West 13th Avenue,737 West 13th Ave.,Escondido,92025-5510,CA,(760) 432-2444,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-5,33.106493,-117.08245,6/18/2015,631,-40.3,-64.7,24.4,2,Low,5,Increased Significantly,3,Yellow,200,"Low, Increased Significantly",-67,-85.5,18.5,2,Low,5,Increased Significantly,3,Yellow,200,"Low, Increased Significantly",410,65%,581,92%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37680986038939,Escondido Union,Glen View Elementary,2201 East Mission Avenue,2201 East Mission Ave.,Escondido,92027-1629,CA,(760) 432-2448,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-5,33.146627,-117.05374,6/18/2015,669,-25.1,-46.3,21.2,2,Low,5,Increased Significantly,3,Yellow,200,"Low, Increased Significantly",-37.4,-52.8,15.5,2,Low,5,Increased Significantly,3,Yellow,200,"Low, Increased Significantly",342,51%,565,84%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,x,,,
37680980101535,Escondido Union,Heritage K-8 Charter,1855 East Valley Parkway,1855 East Valley Pkwy.,Escondido,92027-2517,CA,(760) 737-3111,9/9/2003,Y,Elementary School District,,Elementary Schools (Public),K-8,33.136223,-117.05448,6/18/2015,821,30,22.6,7.3,4,High,4,Increased,4,Green,90,"High, Increased",14.6,12.8,1.7,4,High,3,Maintained,4,Green,80,"High, Maintained",98,12%,305,37%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37680986093215,Escondido Union,Hidden Valley Middle,2700 Reed Road,2700 Reed Rd.,Escondido,92027-1629,CA,(760) 432-2457,7/1/1980,N,Elementary School District,,Intermediate/Middle Schools (Public),6-8,33.133732,-117.03329,6/18/2015,1022,-33.9,-44.6,10.7,2,Low,4,Increased,3,Yellow,190,"Low, Increased",-83.6,-96.3,12.7,2,Low,4,Increased,3,Yellow,190,"Low, Increased",355,35%,903,88%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,x,,,,
37680986038228,Escondido Union,Juniper Elementary,1809 South Juniper Street,1809 South Juniper St.,Escondido,92025-6240,CA,(760) 432-2462,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-5,33.105286,-117.06731,9/2/2015,648,-58,-62.7,4.7,2,Low,3,Maintained,3,Yellow,180,"Low, Maintained",-62.1,-66.6,4.4,2,Low,3,Maintained,3,Yellow,180,"Low, Maintained",423,65%,582,90%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37680986107882,Escondido Union,L. R. Green Elementary,3115 Las Palmas Avenue,3115 Las Palmas Ave.,Escondido,92025-7300,CA,(760) 432-2260,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-5,33.086003,-117.05973,6/18/2015,728,12.2,3.4,8.9,4,High,4,Increased,4,Green,90,"High, Increased",-6.9,-15.2,8.3,3,Medium,4,Increased,4,Green,140,"Medium, Increased",126,17%,287,39%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37680986038236,Escondido Union,Lincoln Elementary,1029 North Broadway,1029 North Broadway,Escondido,92026-3043,CA,(760) 432-2466,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-5,33.134291,-117.08714,6/18/2015,588,-34.6,-53.2,18.6,2,Low,4,Increased,3,Yellow,190,"Low, Increased",-57.1,-67.6,10.5,2,Low,4,Increased,3,Yellow,190,"Low, Increased",442,75%,562,96%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,x,,,
37680986066997,Escondido Union,Miller Elementary,1975 Miller Avenue,1975 Miller Ave.,Escondido,92025-5932,CA,(760) 432-2470,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-5,33.09646,-117.07896,9/2/2015,435,-2.8,-2.4,-0.4,3,Medium,3,Maintained,3,Yellow,130,"Medium, Maintained",-25.3,-28,2.7,2,Low,3,Maintained,3,Yellow,180,"Low, Maintained",118,27%,320,74%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37680986038210,Escondido Union,Mission Middle,939 East Mission Avenue,939 East Mission Ave.,Escondido,92026-2216,CA,(760) 432-2452,7/1/1980,N,Elementary School District,,Intermediate/Middle Schools (Public),6-8,33.13394,-117.07324,9/2/2015,963,-36.9,-53.2,16.4,2,Low,4,Increased,3,Yellow,190,"Low, Increased",-84.1,-92.8,8.6,2,Low,4,Increased,3,Yellow,190,"Low, Increased",453,47%,926,96%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,x,,,,
37680986102750,Escondido Union,North Broadway Elementary,2301 North Broadway,2301 North Broadway,Escondido,92026-1412,CA,(760) 432-2479,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-5,33.161048,-117.09293,6/18/2015,684,-9.7,-27.9,18.2,2,Low,4,Increased,3,Yellow,190,"Low, Increased",-28.2,-40.8,12.5,2,Low,4,Increased,3,Yellow,190,"Low, Increased",197,29%,430,63%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37680986038244,Escondido Union,Oak Hill Elementary,1820 Oak Hill Drive,1820 Oak Hill Dr.,Escondido,92027-1629,CA,(760) 432-2483,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-5,33.12953,-117.05125,6/18/2015,801,-57.2,-54,-3.2,2,Low,2,Decreased,2,Orange,170,"Low, Declined",-60.7,-64.8,4.1,2,Low,3,Maintained,3,Yellow,180,"Low, Maintained",475,59%,729,91%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37680986038947,Escondido Union,Orange Glen Elementary,2861 Valley Parkway,2861 Valley Pkwy.,Escondido,92027-2930,CA,(760) 432-2487,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-5,33.145429,-117.03605,6/18/2015,724,-23.5,-40.3,16.8,2,Low,4,Increased,3,Yellow,190,"Low, Increased",-44.9,-49.6,4.6,2,Low,3,Maintained,3,Yellow,180,"Low, Maintained",358,49%,614,85%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37680986110381,Escondido Union,Pioneer Elementary,980 North Ash Street,980 North Ash St.,Escondido,92027-1629,CA,(760) 432-2412,7/1/1992,N,Elementary School District,,Elementary Schools (Public),K-5,33.138286,-117.07223,8/25/2016,739,-56.7,-63.6,6.9,2,Low,3,Maintained,3,Yellow,180,"Low, Maintained",-52.9,-54.1,1.2,2,Low,3,Maintained,3,Yellow,180,"Low, Maintained",489,66%,686,93%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,x,,,
37680980131813,Escondido Union,Quantum Academy,420 North Falconer Road,420 North Falconer Rd.,Escondido,92027-5331,CA,(760) 432-2220,8/17/2015,N,Elementary School District,,Elementary Schools (Public),4-6,33.143614,-117.03501,2/11/2016,243,23.2,0,0,4,High,0,No Data,0,No Color,0,NO COLOR,-16.2,0,0,3,Medium,0,No Data,0,No Color,0,No Color,31,13%,122,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37680980107862,Escondido Union,Reidy Creek Elementary,2869 North Broadway,2869 North Broadway,Escondido,92026-8802,CA,(760) 739-5800,8/18/2005,N,Elementary School District,,Elementary Schools (Public),K-5,33.17259,-117.08928,6/18/2015,646,10.7,-3.2,13.9,4,High,4,Increased,4,Green,90,"High, Increased",-11.1,-17.5,6.4,3,Medium,4,Increased,4,Green,140,"Medium, Increased",110,17%,247,38%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37680986105944,Escondido Union,Rincon Middle,925 Lehner Avenue,925 Lehner Ave.,Escondido,92026-1512,CA,(760) 432-2491,7/1/1980,N,Elementary School District,,Intermediate/Middle Schools (Public),6-8,33.157721,-117.08255,6/18/2015,1219,-8.4,-23.1,14.7,2,Low,4,Increased,3,Yellow,190,"Low, Increased",-57.1,-72.3,15.3,2,Low,5,Increased Significantly,3,Yellow,200,"Low, Increased Significantly",340,28%,886,73%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,x,,,,
37680986111769,Escondido Union,Rock Springs Elementary,1155 Deodar Road,1155 Deodar Rd.,Escondido,92026-2200,CA,(760) 432-2284,9/19/1994,N,Elementary School District,,Elementary Schools (Public),K-5,33.13701,-117.1059,6/18/2015,587,-52.9,-62.2,9.3,2,Low,4,Increased,3,Yellow,190,"Low, Increased",-73.3,-65.9,-7.5,2,Low,2,Decreased,2,Orange,170,"Low, Declined",250,43%,481,82%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37680986038251,Escondido Union,Rose Elementary,906 North Rose Avenue,906 North Rose Ave.,Escondido,92027-1629,CA,(760) 432-2495,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-5,33.143321,-117.0659,9/2/2015,524,-21.1,-35.1,13.9,2,Low,4,Increased,3,Yellow,190,"Low, Increased",-32.6,-53.4,20.8,2,Low,5,Increased Significantly,3,Yellow,200,"Low, Increased Significantly",349,67%,474,90%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37681060111195,Escondido Union High,Classical Academy High,207 East Pennsylvania Avenue,207 East Pennsylvania Ave.,Escondido,92025-2808,CA,(760) 480-9845,9/5/2006,Y,High School District,,High Schools (Public),9-12,33.124186,-117.08057,5/19/2017,1247,83.8,78.6,5.2,0,No Data,0,No Data,0,No Color,0,NO COLOR,24.7,9.8,14.9,0,No Data,0,No Data,0,No Color,0,No Color,7,1%,192,15%,573,557,548,96,77%,761,216,28%,11,39,90,107,111,5%,18%,42%,50%,51%,,,,,,Silver
37681060127241,Escondido Union High,Del Lago Academy - Campus of Applied Science,1740 Scenic Trail Way,1740 Scenic Trail Way,Escondido,92029-4211,CA,(760) 291-2500,8/1/2013,N,High School District,,High Schools (Public),9-12,33.096589,-117.10349,12/7/2016,751,76.9,68.5,8.4,0,No Data,0,No Data,0,No Color,0,NO COLOR,-12.1,-18.6,6.5,0,No Data,0,No Data,0,No Color,0,No Color,40,5%,396,53%,467,471,457,22,33%,470,52,11%,25,24,23,9,14,48%,46%,44%,17%,27%,,,,,x,
37681063731023,Escondido Union High,Escondido Charter High,1868 East Valley Parkway,1868 East Valley Pkwy.,Escondido,92027-2525,CA,(760) 737-3154,9/3/1996,Y,High School District,,High Schools (Public),9-12,33.136449,-117.05426,2/7/2017,802,73.1,59.1,14,0,No Data,0,No Data,0,No Color,0,NO COLOR,0.2,-16,16.2,0,No Data,0,No Data,0,No Color,0,No Color,8,1%,292,36%,539,537,524,67,65%,607,114,19%,6,44,51,31,18,5%,39%,45%,27%,16%,,,,,,
37681063732062,Escondido Union High,Escondido High,1535 North Broadway,1535 North Broadway,Escondido,92026-2015,CA,(760) 291-4000,7/1/1980,N,High School District,,High Schools (Public),9-12,33.144413,-117.09028,12/5/2016,2381,34.7,44.6,-10,0,No Data,0,No Data,0,No Color,0,NO COLOR,-67.7,-67,-0.7,0,No Data,0,No Data,0,No Color,0,No Color,397,17%,1654,69%,474,476,463,82,37%,1755,437,25%,144,243,202,153,108,33%,56%,46%,35%,25%,,x,,,x,
37681063735313,Escondido Union High,Orange Glen High,2200 Glen Ridge Road,2200 Glen Ridge Rd.,Escondido,92027-4115,CA,(760) 291-5000,7/1/1980,N,High School District,,High Schools (Public),9-12,33.129474,-117.038,12/5/2016,1919,18.6,21.9,-3.3,0,No Data,0,No Data,0,No Color,0,NO COLOR,-84.3,-87.8,3.5,0,No Data,0,No Data,0,No Color,0,No Color,412,21%,1618,84%,449,446,434,38,23%,1520,340,22%,149,169,139,83,40,44%,50%,41%,24%,12%,,x,,,x,
37681063730058,Escondido Union High,San Pasqual High,3300 Bear Valley Parkway,3300 Bear Valley Pkwy.,Escondido,92025-7636,CA,(760) 291-6000,7/1/1980,N,High School District,,High Schools (Public),9-12,33.077688,-117.05724,12/7/2016,2212,13.3,31,-17.8,0,No Data,0,No Data,0,No Color,0,NO COLOR,-62.6,-57.6,-5,0,No Data,0,No Data,0,No Color,0,No Color,286,13%,1138,51%,510,521,500,132,51%,1639,547,33%,179,319,353,299,157,33%,58%,65%,55%,29%,,x,,,,Silver
37681146096911,Fallbrook Union Elementary,Fallbrook Homeschool Academy,400 West Elder Street,400 West Elder St.,Fallbrook,92028-2108,CA,(760) 731-5440,,N,Elementary School District,,Alternative Schools of Choice,K-8,33.380281,-117.25397,12/7/2016,39,91.9,42.7,49.2,5,Very High,5,Increased Significantly,0,No Color,0,NO COLOR,49.4,16.5,32.9,5,Very High,5,Increased Significantly,0,No Color,0,No Color,#N/A,#N/A,2,5%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,
37681146038285,Fallbrook Union Elementary,Fallbrook Street Elementary,405 West Fallbrook Street,405 West Fallbrook St.,Fallbrook,92028-2108,CA,(760) 731-4000,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,33.376687,-117.25531,6/18/2015,537,-22.1,-27.1,5,2,Low,3,Maintained,3,Yellow,180,"Low, Maintained",-58.4,-56.1,-2.3,2,Low,2,Decreased,2,Orange,170,"Low, Declined",309,58%,468,87%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37681146038277,Fallbrook Union Elementary,James E. Potter Intermediate,1743 Reche Road,1743 Reche Rd.,Fallbrook,92028-2108,CA,(760) 731-4150,7/1/1980,N,Elementary School District,,Intermediate/Middle Schools (Public),7-8,33.369188,-117.22164,12/17/2015,849,-16.8,-18.5,1.7,2,Low,3,Maintained,3,Yellow,180,"Low, Maintained",-60.8,-48.7,-12,2,Low,1,Decreased Significantly,1,Red,160,"Low, Declined Significantly",227,27%,579,68%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,x,,,,
37681146038269,Fallbrook Union Elementary,La Paloma Elementary,300 Heald Lane,300 Heald Ln.,Fallbrook,92028-2108,CA,(760) 731-4220,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,33.378156,-117.23539,12/17/2015,538,29.3,8.5,20.8,4,High,5,Increased Significantly,5,Blue,100,"High, Increased Significantly",-16.8,-23.1,6.2,3,Medium,4,Increased,4,Green,140,"Medium, Increased",221,41%,372,69%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37681146109524,Fallbrook Union Elementary,Live Oak Elementary,1978 Reche Road,1978 Reche Rd.,Fallbrook,92028-2108,CA,(760) 731-4430,8/10/1990,N,Elementary School District,,Elementary Schools (Public),K-6,33.369178,-117.2174,6/18/2015,592,-23.7,-24.1,0.4,2,Low,3,Maintained,3,Yellow,180,"Low, Maintained",-45.8,-44,-1.8,2,Low,2,Decreased,2,Orange,170,"Low, Declined",274,46%,408,69%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37681140131920,Fallbrook Union Elementary,Maie Ellis Elementary,400 West Elder Street,400 West Elder St.,Fallbrook,92028-2108,CA,(760) 731-4132,,N,Elementary School District,,Alternative Schools of Choice,K-6,33.380281,-117.25397,5/10/2016,580,21.5,0,0,4,High,0,No Data,0,No Color,0,NO COLOR,-16,0,0,3,Medium,0,No Data,0,No Color,0,No Color,311,54%,410,71%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,x,,,
37681146038301,Fallbrook Union Elementary,Mary Fay Pendleton Elementary,110 Marine Drive,110 Marine Dr.,Oceanside,92058-8234,CA,(760) 731-4050,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-8,33.323361,-117.31057,6/18/2015,699,63.3,32,31.2,5,Very High,5,Increased Significantly,5,Blue,50,"Very High, Increased Significantly",27.5,7.7,19.8,4,High,5,Increased Significantly,5,Blue,100,"High, Increased Significantly",13,2%,321,46%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37681146096515,Fallbrook Union Elementary,San Onofre Elementary,200 Pate Road,200 Pate Rd.,San Clemente,92672-2517,CA,(760) 731-4360,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-8,33.390408,-117.57875,6/18/2015,612,61.6,25.3,36.3,5,Very High,5,Increased Significantly,5,Blue,50,"Very High, Increased Significantly",21.8,7.2,14.6,4,High,4,Increased,4,Green,90,"High, Increased",16,3%,298,49%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,x,,,x,
37681146116420,Fallbrook Union Elementary,William H. Frazier Elementary,1835 Gum Tree Lane,1835 Gum Tree Ln.,Fallbrook,92028-2108,CA,(760) 723-6770,9/7/1999,N,Elementary School District,,Elementary Schools (Public),K-6,33.387442,-117.22413,6/18/2015,548,-16.9,-23.8,6.9,2,Low,3,Maintained,3,Yellow,180,"Low, Maintained",-49.8,-34.9,-14.9,2,Low,1,Decreased Significantly,1,Red,160,"Low, Declined Significantly",248,45%,401,73%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37681223732179,Fallbrook Union High,Fallbrook High,2400 South Stage Coach Lane,2400 South Stage Coach Ln.,Fallbrook,92028-4429,CA,(760) 723-6300,7/1/1980,N,High School District,,High Schools (Public),9-12,33.349505,-117.24137,12/7/2016,2050,26.1,16.2,9.9,0,No Data,0,No Data,0,No Color,0,NO COLOR,-46.9,-49.8,2.9,0,No Data,0,No Data,0,No Color,0,No Color,291,14%,1173,57%,487,500,467,73,41%,1504,294,20%,41,111,110,90,75,14%,38%,37%,31%,26%,,x,,,,Silver
37681223730967,Fallbrook Union High,Oasis High (Alternative),2208 South Stage Coach Lane,2208 South Stage Coach Ln.,Fallbrook,92028-4500,CA,(760) 723-6395,,N,High School District,,Alternative Schools of Choice,9-12,33.351956,-117.23611,12/7/2016,82,59.4,36.4,23,0,No Data,0,No Data,0,No Color,0,NO COLOR,-44.6,-84.6,40,0,No Data,0,No Data,0,No Color,0,No Color,2,2%,22,27%,*,*,*,*,#VALUE!,97,8,8%,*,*,*,*,*,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
37681303731692,Grossmont Union High,El Cajon Valley High,1035 East Madison Avenue,1035 East Madison Ave.,El Cajon,92021-6226,CA,(619) 579-5855,7/1/1980,N,High School District,,High Schools (Public),9-12,32.800133,-116.94728,3/14/2017,1815,-53.8,-61.3,7.5,0,No Data,0,No Data,0,No Color,0,NO COLOR,-136,-118,-18,0,No Data,0,No Data,0,No Color,0,No Color,797,44%,1629,90%,424,448,435,19,22%,1328,199,15%,83,94,77,28,4,42%,47%,39%,14%,2%,,x,,,,
37681303731809,Grossmont Union High,El Capitan High,10410 Ashwood Street,10410 Ashwood St.,Lakeside,92040-2406,CA,(619) 938-9100,7/1/1980,N,High School District,,High Schools (Public),9-12,32.868106,-116.91489,3/14/2017,1600,-1.2,-4.4,3.2,0,No Data,0,No Data,0,No Color,0,NO COLOR,-101.1,-76.8,-24.2,0,No Data,0,No Data,0,No Color,0,No Color,62,4%,791,49%,499,499,472,53,46%,1171,260,22%,78,127,117,93,39,30%,49%,45%,36%,15%,,x,x,,,
37681303732336,Grossmont Union High,Granite Hills High,1719 East Madison Avenue,1719 East Madison Ave.,El Cajon,92019-1052,CA,(619) 593-5500,7/1/1980,N,High School District,,High Schools (Public),9-12,32.800159,-116.91681,3/14/2017,2337,15.1,20.6,-5.5,0,No Data,0,No Data,0,No Color,0,NO COLOR,-34.3,-24.8,-9.5,0,No Data,0,No Data,0,No Color,0,No Color,123,5%,1102,47%,508,531,495,124,56%,1819,390,21%,104,152,156,115,71,27%,39%,40%,29%,18%,X,x,,,,
